iteration,games_started,avg_loss,avg_game_length,wins,draws,nodes_expanded,avg_illegal_prob,acpl
255,13899,3.4446874,89.15353,13250,137,644072508,0.2877513636062173,0.0
256,14011,3.4107766,89.04389,13362,137,647977612,0.2636702780729876,0.0
257,14099,3.404429,88.79057,13450,137,651879727,0.2726066945878098,0.0
258,14211,3.3709617,88.52879,13562,137,655719491,0.2664274848303952,0.0
259,14306,3.3564415,88.34165,13657,137,659572575,0.2609156604077374,0.0
260,14404,3.3398998,88.348526,13755,137,663404122,0.2508327061284852,0.0
261,14499,3.332631,88.2004,13850,137,667277384,0.2666258050118679,0.0
262,14607,3.2965147,87.94898,13958,137,671160882,0.2491948189701868,0.0
263,14685,3.2966225,88.066956,14036,137,675033614,0.2648438026079596,0.0
264,14774,3.2883198,87.9043,14125,137,678838573,0.2618602466309272,0.0
265,14885,3.293897,87.73617,14235,138,682689274,0.2663514927741772,0.0
266,14985,3.2668023,87.82068,14334,139,686555254,0.2485858809837226,0.0
267,15076,3.2528615,87.71258,14424,140,690403616,0.2476119187478747,0.0
268,15173,3.2494137,87.692986,14521,140,694268605,0.246523576100209,0.0
269,10989,2.7785604,28.0,10345,132,521150544,0.1104392010858382,161.82408
270,11075,2.9949477,48.861702,10431,132,525055441,0.2413572128323558,218.26695
271,11174,3.075486,59.66321,10530,132,528898461,0.2530693357715751,209.70212
272,11281,3.1062393,66.99,10637,132,532735728,0.2468036095860468,206.1523
273,11373,3.1158497,71.00255,10729,132,536564111,0.2425587117909301,214.66057
274,11480,3.1337774,74.21042,10836,132,540440702,0.2416334598589918,201.72906
275,11590,3.1296415,74.66831,10946,132,544283611,0.2332684718886883,205.1834
276,11688,3.1313238,75.042435,11044,132,548170501,0.2257390590135947,219.41016
277,11792,3.1513326,76.20469,11148,132,552003531,0.2390130433102196,205.21703
278,11889,3.1219704,76.90969,11244,133,555865655,0.2282833876849657,207.22202
279,11983,3.1298757,77.71657,11337,134,559691011,0.2410012680107279,192.43825
280,12081,3.1258907,78.63273,11435,134,563497804,0.2330648236278759,200.25487
281,12177,3.0997398,78.99916,11531,134,567313758,0.2197570093520735,208.60225
282,12277,3.1239574,79.38117,11631,134,571112356,0.2427003938817199,205.35706
